PRS-B	L.
0	<COLON>
0	perscribit
0	in
0	litteris
0	hostes
0	ab
0	se
0	discessisse
0	omnemque
0	ad
0	eum
0	multitudinem
0	convertisse
0	.

0	Quibus
0	litteris
0	circiter
0	media
0	nocte
PRS-B	Caesar
0	adlatis
0	suos
0	facit
0	certiores
0	eosque
0	ad
0	dimicandum
0	animo
0	confirmat
0	.

0	Postero
0	die
0	luce
0	prima
0	movet
0	castra
0	et
0	circiter
0	milia
0	passuum
0	quattuor
0	progressus
0	trans
0	vallem
0	et
0	rivum
0	multitudinem
0	hostium
0	conspicatur
0	.

0	Erat
0	magni
0	periculi
0	res
0	tantulis
0	copiis
0	iniquo
0	loco
0	dimicare
0	;

0	tum
0	,
0	quoniam
0	obsidione
0	liberatum
PRS-B	Ciceronem
0	sciebat
0	,
0	aequo
0	animo
0	remittendum
0	de
0	celeritate
0	existimabat
0	<COLON>
0	consedit
0	et
0	quam
0	aequissimo
0	loco
0	potest
0	castra
0	communit
0	atque
0	haec
0	,
0	etsi
0	erant
0	exigua
0	per
0	se
0	vix
0	hominum
0	milium
0	septem
0	praesertim
0	nullis
0	cum
0	impedimentis
0	,
0	tamen
0	angustiis
0	viarum
0	quam
0	maxime
0	potest
0	contrahit
0	,
0	eo
0	consilio
0	,
0	ut
0	in
0	summam
0	contemptionem
0	hostibus
0	veniat
0	.

0	Interim
0	speculatoribus
0	in
0	omnes
0	partes
0	dimissis
0	explorat
0	quo
0	commodissime
0	itinere
0	vallem
0	transire
0	possit
0	.

0	Eo
0	die
0	parvulis
0	equestribus
0	proeliis
0	ad
0	aquam
0	factis
0	utrique
0	sese
0	suo
0	loco
0	continent
0	<COLON>
GRP-B	Galli
0	,
0	quod
0	ampliores
0	copias
0	,
0	quae
0	nondum
0	convenerant
0	,
0	exspectabant
0	;

PRS-B	Caesar
0	,
0	si
0	forte
0	timoris
0	simulatione
0	hostes
0	in
0	suum
0	locum
0	elicere
0	posset
0	,
0	ut
0	citra
0	vallem
0	pro
0	castris
0	proelio
0	contenderet
0	,
0	si
0	id
0	efficere
0	non
0	posset
0	,
0	ut
0	exploratis
0	itineribus
0	minore
0	cum
0	periculo
0	vallem
0	rivumque
0	transiret
0	.

0	Prima
0	luce
0	hostium
0	equitatus
0	ad
0	castra
0	accedit
0	proeliumque
0	cum
0	nostris
0	equitibus
0	committit
0	.

PRS-B	Caesar
0	consulto
0	equites
0	cedere
0	seque
0	in
0	castra
0	recipere
0	iubet
0	,
0	simul
0	ex
0	omnibus
0	partibus
0	castra
0	altiore
0	vallo
0	muniri
0	portasque
0	obstrui
0	atque
0	in
0	his
0	administrandis
0	rebus
0	quam
0	maxime
0	concursari
0	et
0	cum
0	simulatione
0	agi
0	timoris
0	iubet
0	.

0	Quibus
0	omnibus
0	rebus
0	hostes
0	invitati
0	copias
0	traducunt
0	aciemque
0	iniquo
0	loco
0	constituunt
0	,
0	nostris
0	vero
0	etiam
0	de
0	vallo
0	deductis
0	propius
0	accedunt
0	et
0	tela
0	intra
0	munitionem
0	ex
0	omnibus
0	partibus
0	coniciunt
0	praeconibusque
0	circummissis
0	pronuntiari
0	iubent
0	,
0	seu
0	quis
GRP-B	Gallus
0	seu
GRP-B	Romanus
0	velit
0	ante
0	horam
0	tertiam
0	ad
0	se
0	transire
0	,
0	sine
0	periculo
0	licere
0	;

0	post
0	id
0	tempus
0	non
0	fore
0	potestatem
0	<COLON>
0	ac
0	sic
0	nostros
0	contempserunt
0	,
0	ut
0	obstructis
0	in
0	speciem
0	portis
0	singulis
0	ordinibus
0	caespitum
0	,
0	quod
0	ea
0	non
0	posse
0	introrumpere
0	videbantur
0	,
0	alii
0	vallum
0	manu
0	scindere
0	,
0	alii
0	fossas
0	complere
0	inciperent
0	.

0	Tum
PRS-B	Caesar
0	omnibus
0	portis
0	eruptione
0	facta
0	equitatuque
0	emisso
0	celeriter
0	hostes
0	in
0	fugam
0	dat
0	,
0	sic
0	uti
0	omnino
0	pugnandi
0	causa
0	resisteret
0	nemo
0	,
0	magnumque
0	ex
0	eis
0	numerum
0	occidit
0	atque
0	omnes
0	armis
0	exuit
0	.

0	Longius
0	prosequi
0	veritus
0	,
0	quod
0	silvae
0	paludesque
0	intercedebant
0	neque
0	etiam
0	parvulo
0	detrimento
0	illorum
0	locum
0	relinqui
0	videbat
0	,
0	omnibus
0	suis
0	incolumibus
0	copiis
0	eodem
0	die
0	ad
PRS-B	Ciceronem
0	pervenit
0	.

0	Institutas
0	turres
0	,
0	testudines
0	munitionesque
0	hostium
0	admiratur
0	;

0	legione
0	producta
0	cognoscit
0	non
0	decimum
0	quemque
0	esse
0	reliquum
0	militem
0	sine
0	vulnere
0	<COLON>
0	ex
0	his
0	omnibus
0	iudicat
0	rebus
0	,
0	quanto
0	cum
0	periculo
0	et
0	quanta
0	cum
0	virtute
0	res
0	sint
0	administratae
0	.

PRS-B	Ciceronem
0	pro
0	eius
0	merito
0	legionemque
0	collaudat
0	;

0	centuriones
0	singillatim
0	tribunosque
0	militum
0	appellat
0	,
0	quorum
0	egregiam
0	fuisse
0	virtutem
0	testimonio
PRS-B	Ciceronis
0	cognoverat
0	.

0	De
0	casu
PRS-B	Sabini
0	et
PRS-B	Cottae
0	certius
0	ex
0	captivis
0	cognoscit
0	.

0	Postero
0	die
0	contione
0	habita
0	rem
0	gestam
0	proponit
0	,
0	milites
0	consolatur
0	et
0	confirmat
0	<COLON>
0	quod
0	detrimentum
0	culpa
0	et
0	temeritate
0	legati
0	sit
0	acceptum
0	,
0	hoc
0	aequiore
0	animo
0	ferendum
0	docet
0	,
0	quod
0	beneficio
0	deorum
0	immortalium
0	et
0	virtute
0	eorum
0	expiato
0	incommodo
0	neque
0	hostibus
0	diutina
0	laetatio
0	neque
0	ipsis
0	longior
0	dolor
0	relinquatur
0	.

0	Interim
0	ad
PRS-B	Labienum
0	per
GRP-B	Remos
0	incredibili
0	celeritate
0	de
0	victoria
PRS-B	Caesaris
0	fama
0	perfertur
0	,
0	ut
0	,
0	cum
0	ab
0	hibernis
PRS-B	Ciceronis
0	milia
0	passuum
0	abesset
0	circiter
0	LX
0	,
0	eoque
0	post
0	horam
0	nonam
0	diei
PRS-B	Caesar
0	pervenisset
0	,
0	ante
0	mediam
0	noctem
0	ad
0	portas
0	castrorum
0	clamor
0	oreretur
0	,
0	quo
0	clamore
0	significatio
0	victoriae
0	gratulatioque
0	ab
GRP-B	Remis
PRS-B	Labieno
0	fieret
0	.

0	Hac
0	fama
0	ad
GRP-B	Treveros
0	perlata
PRS-B	Indutiomarus
0	,
0	qui
0	postero
0	die
0	castra
PRS-B	Labieni
0	oppugnare
0	decreverat
0	,
0	noctu
0	profugit
0	copiasque
0	omnes
0	in
GRP-B	Treveros
0	reducit
0	.

PRS-B	Caesar
PRS-B	Fabium
0	cum
0	sua
0	legione
0	remittit
0	in
0	hiberna
0	,
0	ipse
0	cum
0	tribus
0	legionibus
0	circum
GEO-B	Samarobrivam
0	trinis
0	hibernis
0	hiemare
0	constituit
0	et
0	,
0	quod
0	tanti
0	motus
GEO-B	Galliae
0	exstiterant
0	,
0	totam
0	hiemem
0	ipse
0	ad
0	exercitum
0	manere
0	decrevit
0	.

0	Nam
0	illo
0	incommodo
0	de
PRS-B	Sabini
0	morte
0	perlato
0	omnes
0	fere
GEO-B	Galliae
0	civitates
0	de
0	bello
0	consultabant
0	,
0	nuntios
0	legationesque
0	in
0	omnes
0	partes
0	dimittebant
0	et
0	quid
0	reliqui
0	consili
0	caperent
0	atque
0	unde
0	initium
0	belli
0	fieret
0	explorabant
0	nocturnaque
0	in
0	locis
0	desertis
0	concilia
0	habebant
0	.

0	Neque
0	ullum
0	fere
0	totius
0	hiemis
0	tempus
0	sine
0	sollicitudine
PRS-B	Caesaris
0	intercessit
0	,
0	quin
0	aliquem
0	de
0	consiliis
0	ac
0	motu
GRP-B	Gallorum
0	nuntium
0	acciperet
0	.

0	In
0	his
0	ab
PRS-B	Lucio
PRS-I	Roscio
0	,
0	quem
0	legioni
0	tertiae
0	decimae
0	praefecerat
0	,
0	certior
0	factus
0	est
0	magnas
GRP-B	Gallorum
0	copias
0	earum
0	civitatum
0	,
0	quae
GEO-B	Armoricae
0	appellantur
0	,
0	oppugnandi
0	sui
0	causa
0	convenisse
0	neque
0	longius
0	milia
0	passuum
0	octo
0	ab
0	hibernis
0	suis
0	afuisse
0	,
0	sed
0	nuntio
0	allato
0	de
0	victoria
PRS-B	Caesaris
0	discessisse
0	,
0	adeo
0	ut
0	fugae
0	similis
0	discessus
0	videretur
0	.

0	At
PRS-B	Caesar
0	principibus
0	cuiusque
0	civitatis
0	ad
0	se
0	evocatis
0	alias
0	territando
0	,
0	cum
0	se
0	scire
0	quae
0	fierent
0	denuntiaret
0	,
0	alias
0	cohortando
0	magnam
0	partem
GEO-B	Galliae
0	in
0	officio
0	tenuit
0	.

0	Tamen
GRP-B	Senones
0	,
0	quae
0	est
0	civitas
0	in
0	primis
0	firma
0	et
0	magnae
0	inter
GRP-B	Gallos
0	auctoritatis
0	,
PRS-B	Cavarinum
0	,
0	quem
PRS-B	Caesar
0	apud
0	eos
0	regem
0	constituerat
0	,
0	cuius
0	frater
PRS-B	Moritasgus
0	adventu
0	in
GEO-B	Galliam
PRS-B	Caesaris
0	cuiusque
0	maiores
0	regnum
0	obtinuerant
0	,
0	interficere
0	publico
0	consilio
0	conati
0	,
0	cum
0	ille
0	praesensisset
0	ac
0	profugisset
0	,
0	usque
0	ad
0	fines
0	insecuti
0	regno
0	domoque
0	expulerunt
0	et
0	,
0	missis
0	ad
PRS-B	Caesarem
0	satisfaciendi
0	causa
0	legatis
0	,
0	cum
0	is
0	omnem
0	ad
0	se
0	senatum
0	venire
0	iussisset
0	,
0	dicto
0	audientes
0	non
0	fuerunt
0	.

0	Ac
0	tantum
0	apud
0	homines
0	barbaros
0	valuit
0	esse
0	aliquos
0	repertos
0	principes
0	inferendi
0	belli
0	tantamque
0	omnibus
0	voluntatum
0	commutationem
0	attulit
0	,
0	ut
0	praeter
GRP-B	Aeduos
0	et
GRP-B	Remos
0	,
0	quos
0	praecipuo
0	semper
0	honore
PRS-B	Caesar
0	habuit
0	,
0	alteros
0	pro
0	vetere
0	ac
0	perpetua
0	erga
0	populum
GRP-B	Romanum
0	fide
0	,
0	alteros
0	pro
0	recentibus
GRP-B	Gallici
0	belli
0	officiis
0	,
0	nulla
0	fere
0	civitas
0	fuerit
0	non
0	suspecta
0	nobis
0	.

0	Idque
0	adeo
0	haud
0	scio
0	mirandumne
0	sit
0	,
0	cum
0	compluribus
0	aliis
0	de
0	causis
0	,
0	tum
0	maxime
0	quod
0	ei
0	,
0	qui
0	virtute
0	belli
0	omnibus
0	gentibus
0	praeferebantur
0	,
0	tantum
0	se
0	eius
0	opinionis
0	deperdidisse
0	ut
0	a
0	populo
GRP-B	Romano
0	imperia
0	perferrent
0	gravissime
0	dolebant
0	.

GRP-B	Treveri
0	vero
0	atque
PRS-B	Indutiomarus
0	totius
0	hiemis
0	nullum
0	tempus
0	intermiserunt
0	,
0	quin
0	trans
GEO-B	Rhenum
0	legatos
0	mitterent
0	,
0	civitates
0	sollicitarent
0	,
0	pecunias
0	pollicerentur
0	,
0	magna
0	parte
0	exercitus
0	nostri
0	interfecta
0	multo
0	minorem
0	superesse
0	dicerent
0	partem
0	.

0	Neque
0	tamen
0	ulli
0	civitati
GRP-B	Germanorum
0	persuaderi
0	potuit
0	,
0	ut
GEO-B	Rhenum
0	transiret
0	,
0	cum
0	se
0	bis
0	expertos
0	dicerent
0	,
PRS-B	Ariovisti
0	bello
0	et
GRP-B	Tencterorum
0	transitu
0	<COLON>
0	non
0	esse
0	amplius
0	fortunam
0	temptaturos
0	.

0	Hac
0	spe
0	lapsus
PRS-B	Indutiomarus
0	nihilo
0	minus
0	copias
0	cogere
0	,
0	exercere
0	,
0	a
0	finitimis
0	equos
0	parare
0	,
0	exules
0	damnatosque
0	tota
GEO-B	Gallia
0	magnis
0	praemiis
0	ad
0	se
0	allicere
0	coepit
0	.

0	Ac
0	tantam
0	sibi
0	iam
0	his
0	rebus
0	in
GEO-B	Gallia
0	auctoritatem
0	comparaverat
0	ut
0	undique
0	ad
0	eum
0	legationes
0	concurrerent
0	,
0	gratiam
0	atque
0	amicitiam
0	publice
0	privatimque
0	peterent
0	.

0	Vbi
0	intellexit
0	ultro
0	ad
0	se
0	veniri
0	,
0	altera
0	ex
0	parte
GRP-B	Senones
GRP-B	Carnutesque
0	conscientia
0	facinoris
0	instigari
0	,
0	altera
GRP-B	Nervios
GRP-B	Aduatucosque
0	bellum
GRP-B	Romanis
0	parare
0	,
0	neque
0	sibi
0	voluntariorum
0	copias
0	defore
0	,
0	si
0	ex
0	finibus
0	suis
0	progredi
0	coepisset
0	,
0	armatum
0	concilium
0	indicit
0	.

0	Hoc
0	more
GRP-B	Gallorum
0	est
0	initium
0	belli
0	,
0	quo
0	lege
0	communi
0	omnes
0	puberes
0	armati
0	convenire
0	consuerunt
0	;

0	qui
0	ex
0	eis
0	novissimus
0	convenit
0	,
0	in
0	conspectu
0	multitudinis
0	omnibus
0	cruciatibus
0	affectus
0	necatur
0	.

0	In
0	eo
0	concilio
PRS-B	Cingetorigem
0	,
0	alterius
0	principem
0	factionis
0	,
0	generum
0	suum
0	,
0	quem
0	supra
0	demonstravimus
PRS-B	Caesaris
0	secutum
0	fidem
0	ab
0	eo
0	non
0	discessisse
0	,
0	hostem
0	iudicat
0	bonaque
0	eius
0	publicat
0	.

0	His
0	rebus
0	confectis
0	,
0	in
0	concilio
0	pronuntiat
0	arcessitum
0	se
0	a
GRP-B	Senonibus
0	et
GRP-B	Carnutibus
0	aliisque
0	compluribus
GEO-B	Galliae
0	civitatibus
0	;

0	huc
0	iturum
0	per
0	fines
GRP-B	Remorum
0	eorumque
0	agros
0	popula
0	turum
0	ac
0	,
0	priusquam
0	id
0	faciat
0	,
0	castra
PRS-B	Labieni
0	oppugnaturum
0	.

0	Quae
0	fieri
0	velit
0	praecipit
0	.

PRS-B	Labienus
0	,
0	cum
0	et
0	loci
0	natura
0	et
0	manu
0	munitissumis
0	castris
0	sese
0	teneret
0	,
0	de
0	suo
0	ac
0	legionis
0	periculo
0	nihil
0	timebat
0	;

0	ne
0	quam
0	occasionem
0	rei
0	bene
0	gerendae
0	dimitteret
0	,
0	cogitabat
0	.

0	Itaque
0	a
PRS-B	Cingetorige
0	atque
0	eius
0	propinquis
0	oratione
PRS-B	Indutiomari
0	cognita
0	,
0	quam
0	in
0	concilio
0	habuerat
0	,
0	nuntios
0	mittit
0	ad
0	finitimas
0	civitates
0	equitesque
0	undique
0	evocat
0	<COLON>
0	his
0	certum
0	diem
0	conveniendi
0	dicit
0	.

0	Interim
0	prope
0	cotidie
0	cum
0	omni
0	equitatu
PRS-B	Indutiomarus
0	sub
0	castris
0	eius
0	vagabatur
0	,
0	alias
0	ut
0	situm
0	castrorum
0	cognosceret
0	,
0	alias
0	colloquendi
0	aut
0	territandi
0	causa
0	<COLON>
0	equites
0	plerumque
0	omnes
0	tela
0	intra
0	vallum
0	coniciebant
0	.

PRS-B	Labienus
0	suos
0	intra
0	munitionem
0	continebat
0	timorisque
0	opinionem
0	,
0	quibuscumque
0	poterat
0	rebus
0	,
0	augebat
0	.

0	Cum
0	maiore
0	in
0	dies
0	contemptione
PRS-B	Indutiomarus
0	ad
0	castra
0	accederet
0	,
0	nocte
0	una
0	intromissis
0	equitibus
0	omnium
0	finitimarum
0	civitatum
0	quos
0	arcessendos
0	curaverat
0	,
0	tanta
0	diligentia
0	omnes
0	suos
0	custodiis
0	intra
0	castra
0	continuit
0	,
0	ut
0	nulla
0	ratione
0	ea
0	res
0	enuntiari
0	aut
0	ad
GRP-B	Treveros
0	perferri
0	posset
0	.

0	Interim
0	ex
0	consuetudine
0	cotidiana
PRS-B	Indutiomarus
0	ad
0	castra
0	accedit
0	atque
0	ibi
0	magnam
0	partem
0	diei
0	consumit
0	;

0	equites
0	tela
0	coniciunt
0	et
0	magna
0	cum
0	contumelia
0	verborum
0	nostros
0	ad
0	pugnam
0	evocant
0	.

0	Nullo
0	ab
0	nostris
0	dato
0	responso
0	,
0	ubi
0	visum
0	est
0	,
0	sub
0	vesperum
0	dispersi
0	ac
0	dissipati
0	discedunt
0	.

0	Subito
PRS-B	Labienus
0	duabus
0	portis
0	omnem
0	equitatum
0	emittit
0	;

0	praecipit
0	atque
0	interdicit
0	,
0	proterritis
0	hostibus
0	atque
0	in
0	fugam
0	coniectis
0	(
0	quod
0	fore
0	,
0	sicut
0	accidit
0	,
0	videbat
0	)
0	unum
0	omnes
0	peterent
PRS-B	Indutiomarum
0	,
0	neu
0	quis
0	quem
0	prius
0	vulneret
0	,
0	quam
0	illum
0	interfectum
0	viderit
0	,
0	quod
0	mora
0	reliquorum
0	spatium
0	nactum
0	illum
0	effugere
0	nolebat
0	;

0	magna
0	proponit
0	eis
0	qui
0	occiderint
0	praemia
0	;

0	summittit
0	cohortes
0	equitibus
0	subsidio
0	.

0	Comprobat
0	hominis
0	consilium
0	fortuna
0	,
0	et
0	cum
0	unum
0	omnes
0	peterent
0	,
0	in
0	ipso
0	fluminis
0	vado
0	deprehensus
PRS-B	Indutiomarus
0	interficitur
0	,
0	caputque
0	eius
0	refertur
0	in
0	castra
0	<COLON>
0	redeuntes
0	equites
0	quos
0	possunt
0	consectantur
0	atque
0	occidunt
0	.

0	Hac
0	re
0	cognita
0	omnes
GRP-B	Eburonum
0	et
GRP-B	Nerviorum
0	quae
0	convenerant
0	copiae
0	discedunt
0	,
0	pauloque
0	habuit
0	post
0	id
0	factum
PRS-B	Caesar
0	quietiorem
GEO-B	Galliam
0	.
